Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
904777;Zin Zupreme Zinfandel 2020;Winepartners Nordic;0,75 l;Oct.99;14.52;;110;punaviinit;Pehmeä & Hedelmäinen;;;Yhdysvallat;Kalifornia;2020;California;;Zinfandel, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, vadelmainen, mausteinen;pullo;metallinen kierrekapseli;14.0;6.Jan;13;;;;80.0;tilausvalikoima;4,00654E+12
446097;Apothic Inferno 2018;Apothic Wines;0,75 l;16.89;22.39;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Muut;2018;;Saattaa sisältää sakkaa;Zinfandel, Merlot, Syrah, Petite Sirah, Cabernet Sauvignon, Petit Verdot, Grenache, ;Täyteläinen, keskitanniininen, luumuhilloinen, tumman kirsikkainen, vaniljainen, suklainen, kevyen viskimäinen, lämmin;pullo;luonnonkorkki;16.0;4.Jul;4;;;;90.0;vakiovalikoima;85000024904
462827;Château Bianca Pinot Noir 2018;Château Bianca;0,75 l;23.76;31.55;;110;punaviinit;Marjaisa & Raikas;;;Yhdysvallat;Oregon;2018;Willamette Valley;Saattaa sisältää sakkaa;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, kypsän vadelmainen, kirsikkainen, kevyen kanelinen, hennon orvokkinen, helmeilevä;pullo;luonnonkorkki;13.0;5.0;;;;;70.0;vakiovalikoima;7,88084E+11
435467;Sokol Blosser Dundee Hills Estate Pinot Noir 2018;Sokol Blosser;0,75 l;39.89;53.05;;110;punaviinit;Marjaisa & Raikas;luomu;;Yhdysvallat;Oregon;2018;Dundee Hills;;Pinot Noir, ;Keskitäyteläinen, tanniininen, vadelmainen, kirsikkainen, rosmariininen, hennon orvokkinen, kevyen tamminen;pullo;luonnonkorkki;14.0;4.Aug;0;;;;80.0;erikoiserä;88473980500
400137;Sokol Blosser Evolution 2017;Sokol Blosser Winery;0,75 l;19.99;26.65;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Oregon;2017;Oregon;;Syrah, Sangiovese, Nero d'Avola, Pinot Noir, ;Täyteläinen, keskitanniininen, kirsikkahilloinen, luumuinen, vadelmainen, mausteinen, kevyen vaniljainen;pullo;luonnonkorkki;13.May;4.Jul;5;;;;80.0;vakiovalikoima;88473608114
952975;Torii Mor Olson Estate Pinot Noir 2018;Torii Mor;0,75 l;60.94;81.25;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Oregon;2018;Dundee Hills;Saattaa sisältää sakkaa;Pinot Noir, ;Täyteläinen, keskitanniininen, kirsikkainen, mustikkainen, tumman kirsikkainen;pullo;luonnonkorkki;13.May;5.Jun;3;;;;80.0;tilausvalikoima;6,50826E+11
929065;Torii Mor Pinot Noir 2016;Torii Mor;0,75 l;37.28;49.71;;110;punaviinit;Marjaisa & Raikas;;;Yhdysvallat;Oregon;2016;Willamette Valley;Saattaa sisältää sakkaa;Pinot Noir, ;Keskitäyteläinen, vähätanniininen, kirsikkainen, kukkainen, marjainen;pullo;metallinen kierrekapseli;13.0;4.Aug;0;;;;70.0;tilausvalikoima;6,50827E+11
907536;Boom Boom Syrah  2019;Charles Smith Wines;0,75 l;20.98;27.84;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Washington;2019;Washington State;;Syrah, Viognier, ;Täyteläinen, keskitanniininen, karhunvatukkahilloinen, boysenmarjainen, pippurinen;pullo;metallinen kierrekapseli;14.May;5.Apr;1;;;;80.0;tilausvalikoima;1,22E+12
455457;Casasmith Vino Rosso 2016;Casasmith;0,75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;vegaaninen;;Yhdysvallat;Washington;2016;Washington State;;Cabernet Sauvignon, Sangiovese, ;Täyteläinen, tanniininen, boysenmarjainen, mustikkainen, kypsän vadelmainen, hennon nahkainen, mausteinen, vivahteikas;pullo;metallinen kierrekapseli;13.May;5.Aug;2;;;;80.0;vakiovalikoima;1,84745E+11
928997;Chateau Smith Cabernet Sauvignon 2018;Charles Smith Wines;0,75 l;26.98;35.84;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Washington;2018;;;Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, mustaherukkainen, kevyen mansikkainen, tumman kirsikkainen, mokkainen, suklainen, hennon vaniljainen;pullo;metallinen kierrekapseli;14.May;4.Jun;;;;;80.0;vakiovalikoima;86003253063
924617;Chateau Ste Michelle Cabernet Sauvignon 2018;Chateau Ste Michelle;0,75 l;19.70;26.27;;110;punaviinit;Roteva & Voimakas;;;Yhdysvallat;Washington;2018;Columbia valley;;Cabernet Sauvignon, Merlot, Petit Verdot, Syrah, Malbec, Cabernet Franc, ;Täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, mustaherukkainen, mausteinen, suklainen, tamminen;pullo;luonnonkorkki;13.May;5.May;0;;;;80.0;vakiovalikoima;88586601835
405797;Chateau Ste Michelle Syrah 2017;Chateau Ste Michelle;0,75 l;19.99;26.52;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Washington;2017;Columbia Valley;;Syrah, Viognier, ;Täyteläinen, tanniininen, karhunvatukkahilloinen, tumman luumuinen, herukkainen, kevyen suklainen, savuinen, vaniljainen;pullo;luonnonkorkki;13.May;4.Sep;1;;;;80.0;vakiovalikoima;88586000751
945485;Chit Chat Red 2017;Chit Chat Wines;0,75 l;15.90;21.Feb;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Washington;2017;Yakima Valley, Washington State;;Merlot, Malbec, Syrah, Petit Verdot, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, mausteinen;pullo;metallinen kierrekapseli;14.0;4.Sep;0;;;;80.0;tilausvalikoima;8,9124E+11
437357;Columbia Winery Cabernet Sauvignon 2016;Columbia Winery;0,75 l;19.48;25.97;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Washington;2016;AVA Columbia Valley;;Cabernet Sauvignon, Merlot, Syrah, Malbec, Petit Verdot, ;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, karpaloinen, kevyen pippurinen, tamminen, vaniljainen;pullo;luonnonkorkki;14.0;6.Apr;3;;;;80.0;vakiovalikoima;80387952932
911381;Darkny Syrah 2018;Globus;0,75 l;Nov.99;15.85;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Washington;2018;Columbia Valley;;Syrah, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, tumman kirsikkainen, pippurinen;pullo;metallinen kierrekapseli;14.May;5.0;7;;;;80.0;tilausvalikoima;5,70463E+12
458507;Golden West The Promise Pinot Noir 2020;Golden West Wine;0,75 l;24.90;33.2;uutuus;110;punaviinit;Marjaisa & Raikas;;;Yhdysvallat;Washington;2020;Royal Slope;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, villivadelmainen, mesimarjainen, mausteinen, hennon suklainen, kevyen tamminen;pullo;luonnonkorkki;13.May;5.Feb;0;;;;80.0;erikoiserä;1,84745E+11
493457;K Cattle King Upland Vineyard Syrah 2018;K Vintners;0,75 l;72.00;96.0;;110;punaviinit;Roteva & Voimakas;;;Yhdysvallat;Washington;2018;Snipes Mountain;;Syrah, ;Erittäin täyteläinen, tanniininen, luumuinen, karpalohilloinen, boysenmarjainen, pippurinen, tamminen, runsas;pullo;luonnonkorkki;14.May;5.Aug;0;;;;80.0;erikoiserä;1,84745E+11
406977;K Syrah The Beautiful Powerline Vineyard 2018;K Vintners;0,75 l;62.50;83.33;;110;punaviinit;Roteva & Voimakas;;;Yhdysvallat;Washington;2018;Walla Walla Valley;Saattaa sisältää sakkaa;Syrah, Viognier, ;Täyteläinen, tanniininen, karhunvatukkainen, kirsikkainen, mustaherukkainen, mustapippurinen, kevyen oliivinen, hennon yrttinen, mausteinen, tamminen, pitkä;pullo;luonnonkorkki;14.May;5.Apr;0;;;;80.0;erikoiserä;1,84745E+11
926505;K The Deal Syrah 2017;K Vintners;0,75 l;42.90;57.2;;110;punaviinit;Roteva & Voimakas;;;Yhdysvallat;Washington;2017;Wahluke Sloap;;Syrah, ;Täyteläinen, tanniininen, pippurinen, tumman kirsikkainen, tamminen;pullo;luonnonkorkki;15.0;5.Jun;0;;;;80.0;tilausvalikoima;7,35009E+12
410097;K The Hidden Syrah 2018;K Vintners;0,75 l;73.00;97.33;;110;punaviinit;Roteva & Voimakas;;;Yhdysvallat;Washington;2018;Wahluke Slope;Saattaa sisältää sakkaa;Syrah, ;Täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, mustaherukkainen, mausteinen, tamminen, tyylikäs, pitkä;pullo;luonnonkorkki;14.May;5.Feb;0;;;;80.0;erikoiserä;1,84745E+11
431817;King Coal 2014;Charles Smith Wines;0,75 l;99.00;132.0;;110;punaviinit;Roteva & Voimakas;;;Yhdysvallat;Washington;2014;Columbia Valley;;;Täyteläinen, tanniininen, villivadelmainen, aroniamarjainen, karhunvatukkainen, suklainen, kevyen minttuinen, tamminen, roteva, pitkä;pullo;luonnonkorkki;13.May;5.Feb;;;;;80.0;erikoiserä;1,84745E+12
952357;Motor City Kitty Syrah 2016;K Vintners;0,75 l;39.89;53.19;;110;punaviinit;Vivahteikas & Kehittynyt;;;Yhdysvallat;Washington;2016;Washington State;;Syrah, ;Täyteläinen, tanniininen, nahkainen, vadelmainen, yrttinen;pullo;luonnonkorkki;14.May;5.Jul;;;;;80.0;tilausvalikoima;1,84745E+11
903535;Motor City Kitty Syrah 2019;K Vintners;0,75 l;45.98;61.31;uutuus;110;punaviinit;Vivahteikas & Kehittynyt;vegaaninen;;Yhdysvallat;Washington;2019;Yakima Valley;;Syrah, ;Täyteläinen, tanniininen, nahkainen, vadelmainen, yrttinen;pullo;luonnonkorkki;14.May;6.Feb;0;;;;80.0;tilausvalikoima;7,35009E+12
934166;Orenda Balance 2018;Orenda;0,75 l;54.19;72.25;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Washington;2018;Columbia Valley;Saattaa sisältää sakkaa;Cabernet Franc, Cabernet Sauvignon, Merlot, Petit Verdot, ;Erittäin täyteläinen, tanniininen, karhunvatukkainen, luumuinen, kirsikkainen;pullo;luonnonkorkki;15.0;5.Mar;2;;;;80.0;tilausvalikoima;8,60004E+11
955051;Orenda Cabernet Franc 2018;Orenda Winery;0,75 l;66.02;88.03;;110;punaviinit;Vivahteikas & Kehittynyt;;;Yhdysvallat;Washington;2018;Columbia Valley;Saattaa sisältää sakkaa;Cabernet Franc, ;Täyteläinen, keskitanniininen, kirsikkainen, vaniljainen, mausteinen;pullo;luonnonkorkki;15.0;5.Apr;2;;;;80.0;tilausvalikoima;8,60004E+11
957215;Orenda Cabernet Sauvignon 2019;Orenda Winery;0,75 l;60.94;81.25;;110;punaviinit;Vivahteikas & Kehittynyt;;;Yhdysvallat;Washington;2019;Columbia Valley;Saattaa sisältää sakkaa;Cabernet Sauvignon, Petit Verdot, ;Täyteläinen, tanniininen, suklainen, mokkainen, vaniljainen;pullo;luonnonkorkki;15.0;5.Jun;1;;;;80.0;tilausvalikoima;8,60004E+11
913411;Orenda Malbec 2019;Orenda Winery;0,75 l;60.94;81.25;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Washington;2019;Columbia Valley;Saattaa sisältää sakkaa;Malbec, ;Erittäin täyteläinen, tanniininen, karhunvatukkainen, luumuinen, kirsikkainen;pullo;luonnonkorkki;15.0;5.Aug;2;;;;80.0;tilausvalikoima;8,60004E+11
949615;Orenda Syrah 2019;Orenda Winery;0,75 l;60.94;81.25;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Washington;2019;Columbia Valley;Saattaa sisältää sakkaa;Syrah, ;Erittäin täyteläinen, tanniininen, karhunvatukkainen, pippurinen, yrttinen;pullo;luonnonkorkki;14.May;5.Jul;2;;;;80.0;tilausvalikoima;8,60004E+11
952193;Prayers of Sinners Red Blend 2017;Ste Michelle Wine Estates;0,75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Washington;2017;;;Merlot, Syrah, ;Täyteläinen, keskitanniininen, mausteinen, karhunvatukkainen, vaniljainen;pullo;luonnonkorkki;14.May;5.May;8;;;;80.0;tilausvalikoima;88586010248
455097;Royal City Syrah 2014;K Vintners;0,75 l;139.00;185.33;;110;punaviinit;Roteva & Voimakas;;;Yhdysvallat;Washington;2014;Washington State;;Syrah, ;Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, suklainen, hennon mustapippurinen, tamminen, roteva;pullo;luonnonkorkki;14.May;6.Apr;;;;;80.0;erikoiserä;1,84745E+12
425617;Substance Cs Cabernet Sauvignon 2019;Wines of Substance;0,75 l;21.90;29.2;;110;punaviinit;Roteva & Voimakas;vegaaninen;;Yhdysvallat;Washington;2019;Columbia Valley;;Cabernet Sauvignon, ;Täyteläinen, tanniininen, herukkainen, kirsikkainen, karhunvatukkahilloinen, yrttinen, kaakaoinen, tamminen;pullo;luonnonkorkki;14.0;5.Sep;2;;;;80.0;vakiovalikoima;1,84745E+11
462227;Substance Vineyard Collection Northridge Vineyard Merlot 2015;Wines of Substance;0,75 l;54.90;73.2;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Washington;2015;Washington State;;Merlot, ;Täyteläinen, tanniininen, metsämansikkainen, villivadelmainen, kirsikkainen, mokkainen, hennon kukkainen, mausteinen, tamminen, elegantti;pullo;luonnonkorkki;14.May;4.Jul;1;;;;80.0;erikoiserä;7,35009E+12
407977;The Velvet Devil Merlot 2019;Charles Smith Wines;0,75 l;18.88;25.Apr;;110;punaviinit;Mehevä & Hilloinen;;;Yhdysvallat;Washington;2019;Washington State;;Merlot, ;Täyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, luumuinen, kaakaoinen, hennon yrttinen;pullo;metallinen kierrekapseli;13.May;5.Jan;3;;;;80.0;vakiovalikoima;1,22E+12
937827;Bodega Piedra Negra Pinot Gris Rosado 2018;Bodega Piedra Negra;0,75 l;Dec.90;17.Jul;;120;roseeviinit;Kuiva;;;Argentiina;Mendoza;2018;Valle de Uco;;Pinot Gris, ;Kuiva, hapokas, sitruksinen, marjainen, yrttinen;pullo;metallinen kierrekapseli;12.May;5.Aug;1;;;;70.0;tilausvalikoima;3,48004E+12
464897;Kaiken Estate Malbec Rosé 2021;Kaiken;0,75 l;Nov.89;15.72;;120;roseeviinit;Kuiva;;;Argentiina;Mendoza;2021;Mendoza;;Malbec, ;Kuiva, hapokas, punaherukkainen, karhunvatukkainen, kirsikkainen, sitruksinen, yrttinen;pullo;metallinen kierrekapseli;13.0;5.Jan;;;;;70.0;vakiovalikoima;7,8043E+12
902844;Susana Balbo Signature Rosé 2018;Susana Balbo;0,75 l;17.98;23.84;;120;roseeviinit;Kuiva;vegaaninen;;Argentiina;Mendoza;2018;Valle De Uco;;Malbec, Pinot Noir, ;Kuiva, hapokas, vadelmainen, kirsikkainen, punaherukkainen;pullo;luonnonkorkki;13.May;6.Feb;1;;;;80.0;tilausvalikoima;7,79807E+12
464147;Santa Ana Organic Shiraz Rosé 2019;Santa Ana;0,75 l;Oct.69;14.Dec;;120;roseeviinit;Kuiva;;;Argentiina;;2019;;;Shiraz, ;Kuiva, hapokas, punaherukkainen, kevyen sitruksinen, hennon metsämansikkainen;pullo;metallinen kierrekapseli;13.0;5.Jul;;;;;70.0;vakiovalikoima;7,79076E+12
466277;Mrs. Wigley Rosé 2021;Wirra Wirra Wines;0,75 l;13.Feb;17.23;;120;roseeviinit;Kuiva;;;Australia;South Australia;2021;McLaren Vale;;Grenache Blanc, Merlot, Pinot Noir, Syrah, ;Kuiva, hapokas, sitruksinen, punaherukkainen, kirsikkainen, mansikkainen, kevyen yrttinen;pullo;metallinen kierrekapseli;13.0;6.Jan;2;;;;70.0;vakiovalikoima;9,31513E+12
400387;The Pawn Wine Co El Desperado Rosé 2020;The Pawn Wine Co;0,75 l;14.99;19.85;;120;roseeviinit;Kuiva;vegaaninen;;Australia;South Australia;2020;Adelaide Hills;;Sangiovese, Tempranillo, ;Kuiva, hapokas, sitruksinen, karpaloinen, kevyen mansikkainen, hennon kukkainen;pullo;metallinen kierrekapseli;12.May;6.Jul;;;;;70.0;vakiovalikoima;9,34659E+12
916414;The Vegan Wine Project Rose 2020;Yalumba;0,75 l;Nov.99;15.85;;120;roseeviinit;Kuiva;vegaaninen;;Australia;South Australia;2020;South Australia;;Tempranillo, Cabernet Sauvignon, Sangiovese, Merlot, Sauvignon Blanc, Sémillon, ;Kuiva, hapokas, mansikkainen, punamarjainen;pullo;metallinen kierrekapseli;12.May;5.May;3;;;;70.0;tilausvalikoima;9,31179E+12
901112;Yalumba Y Series Sangiovese Rose;Yalumba;0,75 l;Nov.99;15.85;;120;roseeviinit;Kuiva;vegaaninen;;Australia;South Australia;;South Australia;;Sangiovese, ;Kuiva, keskihapokas, mansikkainen, kukkainen;pullo;metallinen kierrekapseli;11.May;5.Feb;2;;;;70.0;tilausvalikoima;9,31179E+12
488847;Cape Mentelle Rosé 2018;Cape Mentelle;0,75 l;25.89;34.52;;120;roseeviinit;Kuiva;;;Australia;Western Australia;2018;Margaret River;;Shiraz, Grenache Noir, Tempranillo, Sangiovese, Zinfandel, Viognier, ;Kuiva, hapokas, kirsikkainen, mansikkainen, persikkainen, vadelmainen, hennon vesimeloninen;pullo;metallinen kierrekapseli;13.May;6.Jul;4;;;;80.0;erikoiserä;9,3145E+12
499917;Caravan Rosé 2021 muovipullo;Quarisa Wines;0,75 l;Sep.99;13.May;;120;roseeviinit;Kuiva;vegaaninen;;Australia;;2021;South Eastern Australia;;Malbec, Shiraz, ;Kuiva, hapokas, persikkainen, vadelmainen, kevyen mansikkainen, hennon kukkainen;muovipullo;muovisuljin;13.0;6.0;7;;;;80.0;vakiovalikoima;9,33774E+12
900868;Cerro Rosé kartonkitölkki;Sundance Wines;1 l;Oct.38;Oct.38;;120;roseeviinit;Kuiva;;;Australia;;;;;Syrah, Petit Verdot, ;Kuiva, keskihapokas, mansikkainen, kevyen sitruksinen, vadelmainen, hennon vaniljainen;kartonkitölkki;muovisuljin;13.0;5.May;5;;;;80.0;vakiovalikoima;6,43006E+12
428627;Jacob's Creek Le Petit Rosé 2021;Jacob's Creek Wines;0,75 l;Dec.48;16.51;;120;roseeviinit;Kuiva;;;Australia;;2021;Wine of Australia;;Pinot Noir, Grenache, Mataro, ;Kuiva, hapokas, vadelmainen, punaherukkainen, sitruksinen, kevyen mineraalinen;pullo;metallinen kierrekapseli;12.0;5.Jul;3;;;;70.0;vakiovalikoima;9,30073E+12
490728;Woodie Rosé 2020 kartonkitölkki;Hartwall Oy;1 l;Sep.99;Sep.99;;120;roseeviinit;Kuiva;ympäristövastuullinen pakkaus;;Australia;;2020;South Eastern Australia;;Shiraz, ;Kuiva, vähän hapokas, kypsän mansikkainen, kevyen kirsikkainen, hennon lakritsinen;kartonkitölkki;muovisuljin;12.May;5.Mar;6;;;;70.0;vakiovalikoima;6,43004E+12
933592;Zelanos Rosé Pinot Noir 2018;Zelanos Winery;0,75 l;16.73;22.31;;120;roseeviinit;Kuiva;;;Bulgaria;;2018;PGI Thracian Lowlands;;Pinot Noir, ;Kuiva, keskihapokas, mansikkainen, kirsikkainen, mausteinen;pullo;metallinen kierrekapseli;13.May;5.Sep;0;;;;80.0;tilausvalikoima;3,8005E+12
957715;Indomita Gran Reserva Rose Pinot Noir 2019;Vina Indomita;0,75 l;Nov.21;14.95;;120;roseeviinit;Kuiva;ympäristövastuullinen pakkaus;;Chile;Aconcagua;2019;DO Casablanca Valley;;Pinot Noir, ;Kuiva, keskihapokas, herukkainen, mansikkainen, vadelmainen;pullo;metallinen kierrekapseli;12.May;6.Jun;3;;;;70.0;tilausvalikoima;7,80962E+12
444707;Tais Organic Pinot Noir Rosé 2021;Vinedos Emiliana;0,75 l;13.99;18.52;;120;roseeviinit;Kuiva;;;Chile;Aconcagua;2021;DO Valle Casablanca;;Pinot Noir, ;Kuiva, hapokas, punaherukkainen, vadelmainen, kevyen metsämarjainen, yrttinen;pullo;metallinen kierrekapseli;12.0;5.Apr;2;;;;70.0;vakiovalikoima;7,80432E+12
469207;Adobe Reserva Rosé 2021;Viñedos Emiliana;0,75 l;Oct.99;14.52;;120;roseeviinit;Kuiva;;;Chile;Valle Central;2021;DO Valle del Rapel;Reilu kauppa;Syrah, Cabernet Sauvignon, Merlot, ;Kuiva, hapokas, vadelmainen, persikkainen, sitruksinen, kevyen mausteinen;pullo;metallinen kierrekapseli;12.0;4.Jun;6;;;;70.0;vakiovalikoima;7,80432E+12
439508;Pop Up Season Cabernet Sauvignon Syrah Rosé  2020 muovipullo;Urban Beverages;1 l;Nov.98;Nov.58;;120;roseeviinit;Kuiva;;;Chile;Valle Central;2020;DO Central Valley;;Cabernet Sauvignon, Syrah, ;Kuiva, keskihapokas, runsaan mansikkainen, omenainen, kevyen puolukkainen, mausteinen;muovipullo;muovisuljin;13.May;4.Sep;0;;;;80.0;vakiovalikoima;6,43004E+12
944891;Rosie Rosé 2021 kartonkitölkki;Apricot Ab;1 l;Sep.90;9.Sep;;120;roseeviinit;Kuiva;;;Chile;Valle Central;2021;Valle Central;;Cabernet Sauvignon, Merlot, ;Kuiva, keskihapokas, vadelmainen, kirsikkainen, kevyen mansikkainen, yrttinen;kartonkitölkki;muovisuljin;14.0;5.May;5;;;;80.0;vakiovalikoima;4,04455E+12
7142;Torres Digno Cabernet Sauvignon Rosé 2020;Miguel Torres;0,75 l;Nov.99;15.85;;120;roseeviinit;Kuiva;;;Chile;Valle Central;2020;Central Valley;Fair for Life;Cabernet Sauvignon, ;Kuiva, hapokas, mustaherukkainen, karviaismainen, kevyen vadelmainen, yrttinen;pullo;metallinen kierrekapseli;14.0;7.Apr;2;;;;80.0;vakiovalikoima;8,41011E+12
954935;Torres Digno Riesling Rosé 2020;Miguel Torres;0,75 l;Dec.98;17.17;;120;roseeviinit;Kuiva;;;Chile;Valle Central;2020;Valle de Curicó;Fair for Life;Riesling, Cinsault, ;Kuiva, hapokas, sitruksinen, omenainen, metsämarjainen, mineraalinen, yrttinen;pullo;metallinen kierrekapseli;12.May;6.Aug;7;;;;70.0;vakiovalikoima;8,41011E+12
438237;Yali Flores Summer Syrah Rosé 2020;Viña Ventisquero;0,75 l;10.00;13.Feb;;120;roseeviinit;Kuiva;;;Chile;Valle Central;2020;Colchagua Valley;;Syrah, ;Kuiva, hapokas, punaherukkainen, vadelmainen, kirsikkainen, yrttinen;pullo;metallinen kierrekapseli;12.May;5.May;4;;;;70.0;vakiovalikoima;7,80873E+12
482697;Yali Summertime Syrah Rosé 2021;Viña Ventisquero;0,75 l;Sep.98;13.17;;120;roseeviinit;Kuiva;;;Chile;Valle Central;2021;DO Colchagua Valley;;Syrah, ;Kuiva, hapokas, vadelmainen, punaherukkainen, sitruksinen, kevyen yrttinen;pullo;metallinen kierrekapseli;13.0;5.Jun;2;;;;70.0;vakiovalikoima;7,80873E+12
928197;Mayu Rose 2020;Mayu;0,75 l;Dec.90;17.Jul;;120;roseeviinit;Kuiva;ympäristövastuullinen pakkaus;;Chile;Valle del Elqui;2020;Valle de Elqui;;Carmenère, Syrah, ;Kuiva, hapokas, metsämansikkainen, punaherukkainen, kevyen sitruksinen, mausteinen;pullo;metallinen kierrekapseli;13.May;4.May;2;;;;80.0;vakiovalikoima;7,80462E+12
941455;Casas Patronales Rosia kartonkitölkki;Casas Patronales;1 l;Sep.90;9.Sep;;120;roseeviinit;Kuiva;;;Chile;;;;;;Kuiva, keskihapokas, metsämarjainen, punaherukkainen, sitruksinen;kartonkitölkki;muovisuljin;12.May;5.Jul;3;;;;70.0;vakiovalikoima;7,80873E+12
407838;Espiritu de Chile Viajero Rose 2020 kartonkitölkki;Aresti Chile Wine;1 l;Sep.99;Sep.99;;120;roseeviinit;Kuiva;kestävän kehityksen sertifiointi;;Chile;;2020;;;Cabernet Sauvignon, ;Kuiva, keskihapokas, runsaan herukkainen, vadelmainen, sitruksinen;kartonkitölkki;muovisuljin;12.May;6.May;3;;;;70.0;vakiovalikoima;7,80958E+12
415937;Balfour Nannette's Rose 2018;Hush Heath Estate;0,75 l;19.99;26.65;;120;roseeviinit;Kuiva;;;Englanti;;2018;;;Pinot Noir, Pinot Meunier, Chardonnay, Regent, ;Kuiva, hapokas, villivadelmainen, kypsän sitruksinen, viheromenainen, yrttinen, mineraalinen;pullo;metallinen kierrekapseli;11.May;5.Mar;1;;;;70.0;vakiovalikoima;5,06006E+12
402677;Controversy Pinot Meunier Rosé 2019;Blackbook Winery;0,75 l;30.Sep;39.99;;120;roseeviinit;Kuiva;vegaaninen;;Englanti;;2019;;Saattaa sisältää sakkaa;Pinot Meunier, ;Kuiva, hapokas, punaherukkainen, mansikkainen, kevyen vadelmainen, hennon kukkainen;pullo;synteettinen korkki;11.0;7.Aug;;;;;60.0;erikoiserä;8,19732E+12
959362;Altozano Tempranillo Syrah Rose 2021;Finca Constantia;0,75 l;Sep.98;13.17;;120;roseeviinit;Kuiva;;;Espanja;Kastilia-La Mancha;2021;Vino De La Tierra De Castilla;;Syrah, Tempranillo, ;Kuiva, keskihapokas, vadelmainen, punamarjainen;pullo;metallinen kierrekapseli;12.May;6.Mar;0;;;;70.0;tilausvalikoima;8,41002E+12
414188;Dream Pink Organic Rosé 2020 muovipullo;Norex Selected Brands;1 l;Oct.99;Oct.99;;120;roseeviinit;Puolikuiva;;;Espanja;Kastilia-La Mancha;2020;Vino de la Tierra de Castilla;;Bobal, Tempranillo, ;Puolikuiva, hapokas, vadelmainen, kirsikkainen, punaherukkainen, kypsän sitruksinen, kevyen mausteinen;muovipullo;muovisuljin;12.0;4.Aug;12;;;;70.0;vakiovalikoima;6,43005E+12
474857;El Picoteo Organic Rosé 2019;Bodegas Piqueras;0,75 l;Aug.99;Nov.85;;120;roseeviinit;Kuiva;;;Espanja;Kastilia-La Mancha;2019;Vino de la Tierra de Castilla;;Tempranillo, Syrah, ;Kuiva, hapokas, sitruksinen, vadelmainen, herukkainen, kevyen mansikkainen, hennon yrttinen, raikas;pullo;metallinen kierrekapseli;13.0;5.May;6;;;;80.0;vakiovalikoima;8,41484E+12
